@relation WindPrediction

@attribute 'DATE' numeric
@attribute 'WIND' numeric
@attribute 'IND' numeric
@attribute 'RAIN' numeric
@attribute 'IND.1' numeric
@attribute 'T.MAX' numeric
@attribute 'IND.2' numeric
@attribute 'T.MIN' numeric
@attribute 'T.MIN.G' {low,medium,high}

@data
3346.0,14.62,0.0,0.9,0.0,128.0,1.0,191.0,high
3347.0,10.63,0.0,0.2,0.0,210.0,0.0,20.0,high
3348.0,10.25,0.0,3.9,0.0,137.0,1.0,175.0,high
3349.0,13.62,0.0,0.0,0.0,2.0,1.0,171.0,high
3350.0,8.83,4.0,0.0,0.0,139.0,1.0,201.0,high
3351.0,8.5,4.0,0.0,0.0,180.0,1.0,53.0,high
3352.0,10.29,4.0,0.0,0.0,202.0,1.0,163.0,high
3353.0,11.21,0.0,1.3,0.0,7.0,0.0,25.0,high
3354.0,7.25,0.0,0.9,0.0,6.0,0.0,149.0,high
3355.0,10.08,0.0,7.4,0.0,137.0,1.0,115.0,high
3356.0,16.88,0.0,5.8,0.0,37.0,0.0,25.0,high
3357.0,14.37,0.0,2.3,0.0,3.0,0.0,113.0,high
3358.0,16.75,0.0,0.0,0.0,146.0,0.0,8.0,medium
3359.0,7.29,0.0,0.0,0.0,158.0,0.0,24.0,high
3360.0,8.33,0.0,0.0,0.0,52.0,0.0,9.0,low
3361.0,14.92,0.0,0.5,0.0,121.0,0.0,27.0,low
3362.0,22.04,0.0,0.1,0.0,75.0,0.0,71.0,high
3363.0,19.7,0.0,0.4,0.0,149.0,0.0,111.0,medium
3364.0,12.25,0.0,0.3,0.0,128.0,0.0,113.0,high
3365.0,15.29,0.0,0.0,0.0,27.0,0.0,68.0,high
3366.0,7.38,0.0,6.8,0.0,13.0,0.0,64.0,high
3367.0,5.25,0.0,0.3,0.0,128.0,1.0,115.0,medium
3368.0,11.34,0.0,1.3,0.0,38.0,0.0,23.0,high
3369.0,8.17,4.0,0.0,0.0,7.0,0.0,44.0,high
3370.0,4.25,0.0,0.2,0.0,40.0,1.0,211.0,high
3371.0,11.58,0.0,0.2,0.0,40.0,1.0,118.0,high
3372.0,11.92,0.0,0.0,0.0,37.0,1.0,190.0,high
3373.0,13.46,4.0,0.0,0.0,34.0,0.0,16.0,high
3374.0,16.38,0.0,1.3,0.0,42.0,0.0,68.0,high
3375.0,19.0,0.0,2.0,0.0,29.0,0.0,12.0,high
3376.0,15.16,0.0,0.2,0.0,38.0,0.0,16.0,high
3377.0,13.08,0.0,0.2,0.0,7.0,1.0,175.0,high
3378.0,10.83,0.0,0.0,0.0,51.0,1.0,19.0,high
3379.0,12.04,0.0,0.0,0.0,29.0,0.0,8.0,high
3380.0,11.34,0.0,0.5,0.0,18.0,0.0,7.0,high
3381.0,14.25,0.0,2.5,0.0,39.0,0.0,112.0,high
3382.0,14.42,0.0,0.0,0.0,38.0,0.0,7.0,high
3383.0,8.0,0.0,0.5,0.0,149.0,1.0,125.0,high
3384.0,7.46,0.0,0.5,0.0,125.0,0.0,129.0,high
3385.0,8.92,0.0,0.0,0.0,195.0,0.0,3.0,high
3386.0,6.25,0.0,8.6,0.0,158.0,0.0,149.0,high
3387.0,3.96,0.0,11.7,0.0,209.0,0.0,21.0,high
3388.0,14.58,0.0,15.6,0.0,210.0,0.0,20.0,high
3389.0,4.96,4.0,0.0,0.0,123.0,1.0,205.0,high
3390.0,5.66,0.0,4.0,0.0,33.0,0.0,162.0,high
3391.0,9.71,0.0,5.0,0.0,62.0,0.0,73.0,high
3392.0,13.17,0.0,0.1,0.0,60.0,0.0,151.0,high
3393.0,11.75,0.0,2.0,0.0,43.0,0.0,94.0,high
3394.0,11.0,0.0,3.0,0.0,75.0,0.0,67.0,high
3395.0,11.08,0.0,1.1,0.0,163.0,0.0,111.0,high
3396.0,15.41,0.0,2.5,0.0,163.0,0.0,24.0,low
3397.0,14.58,0.0,7.6,0.0,33.0,0.0,162.0,high
3398.0,19.55,0.0,3.2,0.0,35.0,0.0,55.0,high
3399.0,16.21,4.0,0.0,0.0,61.0,0.0,108.0,high
3400.0,6.92,0.0,15.7,0.0,74.0,0.0,168.0,high
3401.0,19.41,0.0,0.1,0.0,128.0,0.0,71.0,high
3402.0,12.12,0.0,0.0,0.0,57.0,0.0,111.0,high
3403.0,7.33,0.0,0.5,0.0,52.0,0.0,26.0,high
3404.0,13.83,0.0,1.6,0.0,122.0,0.0,178.0,high
3405.0,9.04,0.0,1.1,0.0,126.0,0.0,9.0,high
3406.0,8.29,0.0,0.0,0.0,160.0,0.0,69.0,high
3407.0,12.75,0.0,0.0,0.0,83.0,0.0,109.0,high
3408.0,16.66,0.0,0.0,0.0,71.0,0.0,58.0,high
3409.0,9.71,0.0,0.0,0.0,66.0,0.0,155.0,high
3410.0,9.25,4.0,0.0,0.0,124.0,0.0,32.0,high
3411.0,6.79,0.0,0.0,0.0,117.0,0.0,161.0,high
3412.0,3.37,0.0,8.1,0.0,9.0,0.0,59.0,high
3413.0,5.91,0.0,0.6,0.0,47.0,0.0,42.0,high
3414.0,7.92,4.0,0.0,0.0,108.0,0.0,48.0,high
3415.0,12.5,0.0,0.0,0.0,163.0,0.0,35.0,high
3416.0,10.21,0.0,0.7,0.0,63.0,0.0,66.0,high
3417.0,5.75,0.0,0.0,0.0,33.0,0.0,59.0,high
3418.0,7.25,0.0,0.0,0.0,108.0,0.0,52.0,high
3419.0,2.54,0.0,0.0,0.0,108.0,0.0,68.0,low
3420.0,3.25,0.0,0.0,0.0,76.0,0.0,184.0,high
3421.0,3.83,0.0,0.0,0.0,62.0,0.0,52.0,high
3422.0,7.17,0.0,0.0,0.0,124.0,0.0,42.0,high
3423.0,2.79,0.0,0.0,0.0,81.0,0.0,62.0,high
3424.0,8.54,0.0,0.5,0.0,50.0,0.0,152.0,high
3425.0,12.04,0.0,0.0,0.0,106.0,0.0,57.0,high
3426.0,15.83,0.0,0.6,0.0,83.0,0.0,80.0,high
3427.0,17.37,0.0,0.2,0.0,120.0,0.0,108.0,high
3428.0,8.87,0.0,0.0,0.0,69.0,0.0,188.0,high
3429.0,8.75,0.0,0.0,0.0,101.0,0.0,66.0,high
3430.0,10.08,0.0,2.2,0.0,197.0,0.0,185.0,high
3431.0,14.17,0.0,0.0,0.0,86.0,0.0,32.0,high
3432.0,13.37,0.0,0.0,0.0,93.0,0.0,85.0,high
3433.0,6.46,0.0,0.0,0.0,85.0,0.0,109.0,high
3434.0,5.33,0.0,0.0,0.0,104.0,0.0,47.0,high
3435.0,6.04,0.0,0.0,0.0,81.0,0.0,108.0,medium
3436.0,10.58,0.0,0.0,0.0,81.0,0.0,57.0,high
3437.0,13.37,0.0,0.0,0.0,112.0,0.0,99.0,high
3438.0,4.12,0.0,0.5,0.0,43.0,0.0,151.0,high
3439.0,6.5,0.0,0.0,0.0,84.0,0.0,89.0,high
3440.0,6.75,0.0,0.0,0.0,206.0,0.0,209.0,high
3441.0,11.08,0.0,0.0,0.0,88.0,0.0,94.0,high
3442.0,8.33,0.0,0.0,0.0,89.0,0.0,58.0,high
3443.0,5.91,0.0,0.0,0.0,103.0,0.0,161.0,high
3444.0,5.04,0.0,0.0,0.0,183.0,0.0,58.0,high
3445.0,3.42,0.0,0.0,0.0,183.0,0.0,153.0,high
3446.0,1.46,0.0,0.0,0.0,219.0,0.0,77.0,high
3447.0,1.63,0.0,0.0,0.0,231.0,0.0,151.0,high
3448.0,2.42,0.0,0.0,0.0,215.0,0.0,86.0,high
3449.0,2.25,0.0,0.0,0.0,98.0,0.0,160.0,high
3450.0,3.13,0.0,0.0,0.0,196.0,0.0,78.0,high
3451.0,5.21,0.0,0.0,0.0,88.0,0.0,100.0,high
3452.0,1.75,0.0,0.0,0.0,90.0,0.0,101.0,high
3453.0,9.25,0.0,0.0,0.0,64.0,0.0,157.0,high
3454.0,11.96,0.0,1.3,0.0,159.0,0.0,89.0,high
3455.0,2.0,0.0,2.3,0.0,93.0,0.0,160.0,high
3456.0,2.42,0.0,0.0,0.0,100.0,0.0,110.0,high
3457.0,7.21,0.0,0.0,0.0,71.0,0.0,156.0,high
3458.0,15.41,0.0,1.1,0.0,101.0,0.0,107.0,high
3459.0,8.92,0.0,1.6,0.0,85.0,0.0,151.0,high
3460.0,8.33,0.0,2.8,0.0,83.0,0.0,47.0,high
3461.0,14.5,0.0,0.4,0.0,67.0,0.0,96.0,high
3462.0,9.29,0.0,0.0,0.0,93.0,0.0,170.0,high
3463.0,7.83,0.0,2.2,0.0,83.0,0.0,100.0,high
3464.0,4.79,0.0,10.2,0.0,89.0,0.0,99.0,high
3465.0,13.67,0.0,1.5,0.0,43.0,0.0,98.0,high
3466.0,15.92,0.0,1.4,0.0,64.0,0.0,32.0,high
3467.0,7.87,0.0,2.2,0.0,106.0,0.0,161.0,high
3468.0,19.95,0.0,2.2,0.0,59.0,0.0,47.0,high
3469.0,18.29,0.0,0.0,0.0,68.0,0.0,32.0,high
3470.0,9.42,0.0,0.2,0.0,50.0,0.0,95.0,high
3471.0,12.12,0.0,0.3,0.0,93.0,0.0,110.0,high
3472.0,9.0,0.0,0.0,0.0,91.0,0.0,82.0,high
3473.0,7.08,0.0,0.0,0.0,207.0,0.0,221.0,high
3474.0,3.21,0.0,0.0,0.0,99.0,0.0,89.0,high
3475.0,6.34,0.0,5.4,0.0,182.0,0.0,206.0,high
3476.0,12.62,0.0,0.4,0.0,68.0,0.0,47.0,high
3477.0,10.79,0.0,3.8,0.0,97.0,0.0,59.0,high
3478.0,15.87,0.0,0.0,0.0,83.0,0.0,99.0,high
3479.0,17.5,0.0,0.0,0.0,174.0,0.0,96.0,high
3480.0,14.58,0.0,3.7,0.0,101.0,0.0,186.0,high
3481.0,12.87,0.0,0.3,0.0,62.0,0.0,57.0,high
3482.0,12.46,0.0,0.0,0.0,76.0,0.0,101.0,high
3483.0,7.41,0.0,0.0,0.0,85.0,0.0,80.0,high
3484.0,8.71,0.0,0.0,0.0,207.0,0.0,102.0,high
3485.0,11.04,0.0,2.5,0.0,181.0,0.0,182.0,high
3486.0,8.21,0.0,0.0,0.0,77.0,0.0,98.0,high
3487.0,9.33,0.0,0.5,0.0,30.0,0.0,61.0,high
3488.0,9.17,0.0,0.0,0.0,59.0,0.0,64.0,high
3489.0,5.79,0.0,5.5,0.0,84.0,0.0,145.0,low
3490.0,4.58,0.0,11.1,0.0,232.0,0.0,88.0,high
3491.0,10.79,0.0,6.0,0.0,115.0,0.0,158.0,high
3492.0,10.34,0.0,7.1,0.0,103.0,0.0,154.0,high
3493.0,8.08,0.0,9.8,0.0,103.0,0.0,98.0,high
3494.0,7.79,0.0,0.3,0.0,100.0,0.0,202.0,high
3495.0,7.41,0.0,1.0,0.0,85.0,0.0,99.0,high
3496.0,6.96,0.0,0.0,0.0,98.0,0.0,32.0,high
3497.0,12.17,4.0,0.0,0.0,92.0,0.0,100.0,high
3498.0,4.67,0.0,0.1,0.0,71.0,0.0,180.0,high
3499.0,2.58,0.0,0.0,0.0,112.0,0.0,226.0,high
3500.0,2.62,0.0,0.0,0.0,92.0,0.0,79.0,high
3501.0,4.5,0.0,14.8,0.0,94.0,0.0,89.0,high
3502.0,2.25,0.0,0.1,0.0,183.0,0.0,179.0,high
3503.0,5.37,0.0,0.1,0.0,81.0,0.0,91.0,high
3504.0,3.04,0.0,0.7,0.0,81.0,0.0,179.0,high
3505.0,1.29,0.0,0.0,0.0,76.0,0.0,100.0,high
3506.0,4.46,0.0,0.0,0.0,81.0,0.0,90.0,high
3507.0,13.13,0.0,1.5,0.0,70.0,0.0,100.0,high
3508.0,8.29,0.0,0.2,0.0,71.0,0.0,207.0,high
3509.0,3.17,0.0,0.0,0.0,85.0,0.0,105.0,high
3510.0,4.96,0.0,3.3,0.0,114.0,0.0,221.0,high
3511.0,7.5,0.0,5.6,0.0,98.0,0.0,227.0,high
3512.0,7.96,0.0,0.8,0.0,43.0,0.0,32.0,high
3513.0,10.37,0.0,23.1,0.0,86.0,0.0,85.0,high
3514.0,20.75,0.0,0.0,0.0,106.0,0.0,58.0,high
3515.0,10.41,4.0,0.0,0.0,108.0,0.0,42.0,high
3516.0,1.21,4.0,0.0,0.0,120.0,0.0,66.0,high
3517.0,5.88,0.0,0.0,0.0,86.0,0.0,161.0,high
3518.0,13.5,0.0,1.0,0.0,83.0,0.0,77.0,high
3519.0,10.88,0.0,6.2,0.0,43.0,0.0,81.0,high
3520.0,6.34,4.0,0.0,0.0,86.0,0.0,96.0,high
3521.0,1.42,0.0,0.0,0.0,76.0,0.0,32.0,high
3522.0,1.75,0.0,0.0,0.0,99.0,0.0,161.0,high
3523.0,1.21,0.0,0.0,0.0,93.0,0.0,155.0,high
3524.0,0.37,0.0,0.0,0.0,117.0,0.0,105.0,high
3525.0,1.25,0.0,0.0,0.0,97.0,0.0,108.0,high
3526.0,1.0,0.0,0.0,0.0,187.0,0.0,105.0,high
3527.0,4.67,0.0,0.0,0.0,214.0,0.0,75.0,high
3528.0,9.42,0.0,0.7,0.0,99.0,0.0,186.0,high
3529.0,14.04,0.0,1.3,0.0,108.0,0.0,155.0,high
3530.0,11.38,0.0,4.0,0.0,97.0,0.0,70.0,high
3531.0,11.29,0.0,1.0,0.0,175.0,0.0,100.0,high
3532.0,7.17,0.0,0.0,0.0,104.0,0.0,94.0,high
3533.0,12.92,0.0,0.0,0.0,110.0,0.0,102.0,high
3534.0,10.34,0.0,0.1,0.0,70.0,0.0,88.0,high
3535.0,5.17,0.0,0.0,0.0,100.0,0.0,88.0,high
3536.0,5.71,0.0,6.8,0.0,93.0,0.0,157.0,high
3537.0,11.63,0.0,1.4,0.0,81.0,0.0,107.0,high
3538.0,22.37,0.0,0.8,0.0,64.0,0.0,98.0,high
3539.0,15.71,0.0,1.3,0.0,120.0,0.0,85.0,high
3540.0,8.54,0.0,0.2,0.0,124.0,0.0,58.0,high
3541.0,5.54,0.0,0.9,0.0,60.0,0.0,67.0,high
3542.0,5.58,0.0,2.2,0.0,124.0,0.0,40.0,high
3543.0,5.04,4.0,0.0,0.0,81.0,0.0,34.0,high
3544.0,5.96,0.0,6.1,0.0,46.0,0.0,43.0,high
3545.0,9.75,0.0,0.9,0.0,108.0,0.0,22.0,high
3546.0,19.08,0.0,5.6,0.0,67.0,0.0,32.0,high
3547.0,0.54,0.0,2.8,0.0,120.0,0.0,102.0,high
3548.0,4.0,0.0,0.2,0.0,101.0,0.0,73.0,high
3549.0,4.08,0.0,0.0,0.0,181.0,0.0,98.0,high
3550.0,3.17,0.0,0.0,0.0,76.0,0.0,157.0,high
3551.0,6.54,0.0,0.6,0.0,84.0,0.0,107.0,high
3552.0,4.54,0.0,0.0,0.0,88.0,0.0,104.0,high
3553.0,1.17,0.0,0.0,0.0,71.0,0.0,32.0,high
3554.0,4.5,0.0,10.5,0.0,83.0,0.0,32.0,high
3555.0,10.75,0.0,0.3,0.0,69.0,0.0,206.0,high
3556.0,3.13,0.0,1.1,0.0,86.0,0.0,105.0,high
3557.0,4.67,0.0,0.2,0.0,103.0,0.0,99.0,high
3558.0,13.17,0.0,2.3,0.0,102.0,0.0,161.0,high
3559.0,12.08,0.0,0.5,0.0,35.0,0.0,94.0,high
3560.0,17.29,4.0,0.0,0.0,81.0,0.0,93.0,high
3561.0,20.62,4.0,0.0,0.0,9.0,0.0,58.0,high
3562.0,11.75,0.0,0.6,0.0,46.0,0.0,55.0,high
3563.0,18.75,0.0,6.4,0.0,62.0,0.0,94.0,high
3564.0,14.88,0.0,0.5,0.0,33.0,0.0,57.0,high
3565.0,11.63,0.0,0.0,0.0,17.0,0.0,45.0,high
3566.0,8.25,0.0,0.4,0.0,48.0,0.0,68.0,high
3567.0,4.42,0.0,0.7,0.0,74.0,0.0,9.0,low
3568.0,4.17,0.0,0.0,0.0,35.0,0.0,113.0,low
3569.0,3.25,0.0,0.0,0.0,124.0,0.0,184.0,high
3570.0,3.04,0.0,3.3,0.0,73.0,0.0,55.0,high
3571.0,6.13,0.0,0.0,0.0,66.0,0.0,75.0,high
3572.0,8.12,0.0,0.0,0.0,159.0,0.0,98.0,high
3573.0,6.08,0.0,0.0,0.0,86.0,0.0,82.0,high
3574.0,6.13,0.0,0.0,0.0,73.0,0.0,42.0,high
3575.0,4.12,0.0,0.0,0.0,35.0,0.0,102.0,high
3576.0,5.88,0.0,0.0,0.0,104.0,0.0,55.0,high
3577.0,19.62,0.0,1.0,0.0,45.0,0.0,95.0,high
3578.0,18.58,0.0,0.7,0.0,121.0,0.0,188.0,high
3579.0,16.33,4.0,0.0,0.0,149.0,0.0,1.0,high
3580.0,10.96,4.0,0.0,0.0,147.0,0.0,162.0,high
3581.0,6.87,0.0,0.0,0.0,134.0,0.0,34.0,high
3582.0,12.25,0.0,0.0,0.0,75.0,0.0,55.0,high
3583.0,15.87,0.0,0.9,0.0,124.0,0.0,70.0,high
3584.0,12.21,0.0,6.1,0.0,63.0,0.0,94.0,high
3585.0,8.54,0.0,6.2,0.0,19.0,0.0,28.0,high
3586.0,10.17,0.0,5.9,0.0,25.0,0.0,72.0,medium
3587.0,9.33,0.0,1.0,0.0,117.0,0.0,31.0,high
3588.0,13.17,0.0,0.6,0.0,66.0,0.0,66.0,high
3589.0,12.46,0.0,15.3,0.0,66.0,0.0,151.0,high
3590.0,16.25,0.0,0.4,0.0,187.0,0.0,32.0,high
3591.0,11.46,0.0,12.0,0.0,30.0,0.0,108.0,high
3592.0,13.33,0.0,0.5,0.0,35.0,0.0,108.0,high
3593.0,23.75,0.0,0.6,0.0,42.0,0.0,66.0,high
3594.0,12.92,0.0,0.2,0.0,74.0,0.0,64.0,high
3595.0,13.5,0.0,0.7,0.0,19.0,0.0,30.0,high
3596.0,7.33,0.0,28.3,0.0,0.0,0.0,68.0,high
3597.0,9.71,0.0,0.0,0.0,211.0,0.0,69.0,high
3598.0,14.42,0.0,2.5,0.0,28.0,0.0,137.0,high
3599.0,15.75,0.0,2.3,0.0,163.0,0.0,55.0,high
3600.0,10.96,0.0,4.4,0.0,75.0,0.0,61.0,high
3601.0,11.92,0.0,0.7,0.0,53.0,0.0,108.0,high
3602.0,15.09,0.0,0.1,0.0,131.0,0.0,9.0,medium
3603.0,8.75,0.0,0.0,0.0,6.0,0.0,111.0,low
3604.0,8.25,0.0,0.0,0.0,4.0,1.0,148.0,high
3605.0,6.04,0.0,4.4,0.0,164.0,1.0,124.0,high
3606.0,10.75,0.0,0.0,0.0,38.0,1.0,118.0,high
3607.0,4.92,0.0,9.9,0.0,38.0,0.0,34.0,high
3608.0,8.96,0.0,9.8,0.0,125.0,1.0,190.0,high
3609.0,9.5,0.0,4.0,0.0,149.0,1.0,190.0,medium
3610.0,7.92,0.0,9.8,0.0,148.0,1.0,4.0,high
3611.0,10.21,4.0,0.0,0.0,6.0,0.0,33.0,high
3612.0,5.79,0.0,13.6,0.0,0.0,0.0,18.0,high
3613.0,12.0,0.0,6.8,0.0,27.0,0.0,12.0,high
3614.0,6.79,0.0,0.5,0.0,35.0,0.0,62.0,high
3615.0,11.21,0.0,0.7,0.0,120.0,0.0,66.0,high
3616.0,7.21,0.0,4.1,0.0,163.0,0.0,32.0,high
3617.0,9.54,0.0,4.3,0.0,48.0,0.0,95.0,high
3618.0,9.96,0.0,0.1,0.0,191.0,0.0,185.0,high
3619.0,2.21,0.0,3.4,0.0,147.0,0.0,106.0,high
3620.0,7.83,4.0,0.0,0.0,158.0,0.0,12.0,high
3621.0,9.33,0.0,0.0,0.0,5.0,0.0,23.0,medium
3622.0,14.75,0.0,0.5,0.0,42.0,0.0,71.0,high
3623.0,6.96,0.0,5.0,0.0,9.0,0.0,35.0,high
3624.0,12.5,0.0,0.2,0.0,55.0,0.0,97.0,medium
3625.0,13.75,0.0,3.5,0.0,55.0,0.0,145.0,high
3626.0,17.33,0.0,2.1,0.0,149.0,0.0,97.0,high
3627.0,7.54,0.0,0.0,0.0,164.0,0.0,37.0,medium
3628.0,3.46,0.0,0.0,0.0,180.0,1.0,115.0,high
3629.0,1.79,0.0,0.1,0.0,37.0,1.0,13.0,high
3630.0,6.58,0.0,0.0,0.0,148.0,1.0,211.0,high
3631.0,9.21,0.0,0.4,0.0,123.0,0.0,34.0,high
3632.0,8.17,0.0,1.9,0.0,128.0,0.0,106.0,high
3633.0,6.79,0.0,0.0,0.0,21.0,0.0,9.0,high
3634.0,2.42,0.0,0.7,0.0,53.0,1.0,164.0,high
3635.0,5.04,0.0,0.0,0.0,163.0,1.0,192.0,high
3636.0,10.96,0.0,0.2,0.0,9.0,1.0,190.0,medium
3637.0,7.62,0.0,0.5,0.0,74.0,0.0,37.0,high
3638.0,9.83,0.0,0.0,0.0,10.0,0.0,54.0,high
3639.0,12.75,0.0,0.9,0.0,25.0,0.0,81.0,high
3640.0,6.13,4.0,0.0,0.0,37.0,0.0,129.0,high
3641.0,5.83,0.0,0.0,0.0,2.0,0.0,5.0,high
3642.0,5.96,4.0,0.0,0.0,178.0,0.0,129.0,high
3643.0,10.13,0.0,1.1,0.0,130.0,1.0,144.0,high
3644.0,9.42,0.0,2.7,0.0,178.0,0.0,3.0,low
3645.0,8.42,0.0,4.5,0.0,202.0,0.0,16.0,high
3646.0,13.33,0.0,3.3,0.0,137.0,0.0,117.0,high
3647.0,11.58,0.0,13.0,0.0,139.0,0.0,18.0,medium
3648.0,7.21,0.0,10.2,0.0,3.0,0.0,137.0,low
3649.0,17.88,0.0,1.1,0.0,3.0,0.0,111.0,medium
3650.0,13.79,0.0,0.0,0.0,16.0,0.0,162.0,high
3651.0,4.83,0.0,0.5,0.0,199.0,1.0,201.0,high
3652.0,4.63,0.0,0.0,0.0,140.0,3.0,167.0,high
3653.0,5.83,0.0,0.0,0.0,212.0,3.0,167.0,high
3654.0,2.5,0.0,0.0,0.0,145.0,3.0,167.0,high
3655.0,7.12,0.0,0.5,0.0,210.0,3.0,167.0,high
3656.0,17.96,0.0,3.4,0.0,55.0,3.0,167.0,high
3657.0,11.63,0.0,0.3,0.0,48.0,3.0,167.0,high
3658.0,19.21,0.0,0.0,0.0,20.0,3.0,167.0,high
3659.0,14.62,0.0,0.7,0.0,162.0,3.0,167.0,high
3660.0,20.3,0.0,0.1,0.0,75.0,3.0,167.0,high
3661.0,17.96,4.0,0.0,0.0,64.0,3.0,167.0,high
3662.0,11.04,0.0,0.0,0.0,123.0,3.0,167.0,high
3663.0,3.88,4.0,0.0,0.0,123.0,3.0,167.0,high
3664.0,6.87,0.0,0.2,0.0,55.0,3.0,167.0,high
3665.0,4.17,0.0,0.0,0.0,40.0,3.0,167.0,high
3666.0,2.0,0.0,1.1,0.0,158.0,3.0,167.0,high
3667.0,4.33,0.0,0.3,0.0,128.0,3.0,167.0,high
3668.0,12.42,0.0,2.5,0.0,26.0,3.0,167.0,high
3669.0,14.46,0.0,0.4,0.0,42.0,3.0,167.0,high
3670.0,15.96,0.0,1.1,0.0,149.0,3.0,167.0,high
3671.0,12.62,0.0,18.0,0.0,164.0,3.0,167.0,low
3672.0,5.58,0.0,0.4,0.0,149.0,3.0,167.0,high
3673.0,10.0,0.0,0.3,0.0,128.0,3.0,167.0,high
3674.0,13.0,0.0,4.3,0.0,135.0,3.0,167.0,low
3675.0,21.17,0.0,0.4,0.0,52.0,3.0,167.0,high
3676.0,11.71,0.0,0.5,0.0,52.0,3.0,167.0,high
3677.0,6.13,0.0,0.0,0.0,129.0,3.0,167.0,high
3678.0,5.83,0.0,2.2,0.0,125.0,3.0,167.0,high
3679.0,8.38,0.0,0.1,0.0,201.0,3.0,167.0,low
3680.0,7.08,0.0,0.0,0.0,6.0,3.0,167.0,high
3681.0,7.04,0.0,0.1,0.0,170.0,3.0,167.0,high
3682.0,13.79,0.0,0.0,0.0,11.0,3.0,167.0,high
3683.0,8.21,0.0,0.0,0.0,202.0,1.0,53.0,high
3684.0,11.67,0.0,0.3,0.0,38.0,1.0,193.0,high
3685.0,10.92,4.0,0.0,0.0,53.0,1.0,53.0,high
3686.0,3.5,4.0,0.0,0.0,125.0,0.0,69.0,high
3687.0,4.96,0.0,0.0,0.0,36.0,0.0,60.0,high
3688.0,2.83,0.0,0.0,0.0,6.0,0.0,22.0,high
3689.0,7.08,0.0,0.0,0.0,37.0,0.0,68.0,high
3690.0,6.79,0.0,0.0,0.0,38.0,0.0,18.0,high
3691.0,8.67,0.0,0.0,0.0,195.0,0.0,65.0,high
3692.0,5.71,0.0,0.4,0.0,55.0,0.0,38.0,high
3693.0,5.0,0.0,2.6,0.0,135.0,0.0,40.0,high
3694.0,21.71,0.0,5.0,0.0,122.0,0.0,68.0,high
3695.0,19.62,0.0,0.5,0.0,4.0,0.0,9.0,high
3696.0,18.5,0.0,1.1,0.0,37.0,0.0,194.0,low
3697.0,9.54,0.0,4.9,0.0,221.0,0.0,26.0,low
3698.0,11.96,0.0,0.7,0.0,21.0,1.0,6.0,high
3699.0,13.21,0.0,4.2,0.0,211.0,0.0,111.0,high
3700.0,11.71,0.0,0.0,0.0,40.0,0.0,17.0,high
3701.0,5.91,0.0,1.8,0.0,163.0,0.0,24.0,high
3702.0,17.04,0.0,0.7,0.0,26.0,0.0,112.0,high
3703.0,12.08,0.0,0.2,0.0,14.0,0.0,72.0,high
3704.0,6.25,4.0,0.0,0.0,57.0,1.0,115.0,high
3705.0,6.58,4.0,0.0,0.0,8.0,0.0,21.0,high
3706.0,3.17,4.0,0.0,0.0,24.0,0.0,1.0,high
3707.0,2.33,4.0,0.0,0.0,36.0,0.0,40.0,high
3708.0,2.54,0.0,5.0,0.0,123.0,0.0,16.0,high
3709.0,2.62,0.0,2.9,0.0,38.0,0.0,69.0,high
3710.0,3.04,0.0,4.5,0.0,135.0,0.0,60.0,high
3711.0,6.71,0.0,4.7,0.0,5.0,0.0,60.0,high
3712.0,7.87,0.0,0.0,0.0,51.0,0.0,5.0,high
3713.0,6.38,0.0,0.0,0.0,0.0,0.0,5.0,high
3714.0,8.25,0.0,0.0,0.0,178.0,0.0,9.0,low
3715.0,8.58,0.0,0.1,0.0,180.0,0.0,3.0,high
3716.0,6.87,0.0,0.0,0.0,7.0,0.0,111.0,high
3717.0,3.42,0.0,0.0,0.0,130.0,0.0,113.0,high
3718.0,2.25,0.0,0.0,0.0,164.0,0.0,114.0,high
3719.0,6.71,0.0,0.0,0.0,134.0,0.0,20.0,high
3720.0,7.0,0.0,0.3,0.0,28.0,0.0,26.0,high
3721.0,8.92,0.0,0.0,0.0,19.0,0.0,176.0,high
3722.0,13.29,0.0,0.0,0.0,74.0,0.0,34.0,high
3723.0,4.71,0.0,4.4,0.0,22.0,0.0,34.0,high
3724.0,3.25,0.0,0.1,0.0,147.0,0.0,149.0,high
3725.0,4.33,0.0,0.1,0.0,131.0,1.0,174.0,high
3726.0,8.21,0.0,0.2,0.0,149.0,1.0,192.0,high
3727.0,11.21,0.0,14.6,0.0,6.0,0.0,8.0,high
3728.0,23.25,0.0,38.0,0.0,3.0,0.0,119.0,high
3729.0,24.25,0.0,4.0,0.0,202.0,0.0,9.0,high
3730.0,19.08,0.0,0.2,0.0,210.0,0.0,9.0,high
3731.0,12.12,0.0,0.0,0.0,125.0,0.0,169.0,medium
3732.0,5.96,0.0,0.0,0.0,164.0,0.0,194.0,medium
3733.0,12.21,0.0,0.4,0.0,121.0,0.0,112.0,high
3734.0,15.92,0.0,3.0,0.0,17.0,0.0,55.0,high
3735.0,14.83,0.0,1.4,0.0,122.0,0.0,41.0,high
3736.0,10.92,0.0,0.0,0.0,36.0,0.0,20.0,high
3737.0,5.79,0.0,0.1,0.0,41.0,0.0,114.0,high
3738.0,9.96,0.0,0.5,0.0,17.0,0.0,97.0,high
3739.0,3.21,0.0,0.4,0.0,57.0,0.0,54.0,high
3740.0,2.04,0.0,0.4,0.0,53.0,0.0,60.0,high
